"Naravno gibanje prebivalstva, obèine, Slovenija, letno"

"OBÈINE";"2000 Živorojeni - Skupaj";"2000 Umrli - Skupaj";"2001 Živorojeni - Skupaj";"2001 Umrli - Skupaj";"2002 Živorojeni - Skupaj";"2002 Umrli - Skupaj";"2003 Živorojeni - Skupaj";"2003 Umrli - Skupaj";"2004 Živorojeni - Skupaj";"2004 Umrli - Skupaj";"2005 Živorojeni - Skupaj";"2005 Umrli - Skupaj";"2006 Živorojeni - Skupaj";"2006 Umrli - Skupaj";"2007 Živorojeni - Skupaj";"2007 Umrli - Skupaj";"2008 Živorojeni - Skupaj";"2008 Umrli - Skupaj";"2009 Živorojeni - Skupaj";"2009 Umrli - Skupaj";"2010 Živorojeni - Skupaj";"2010 Umrli - Skupaj";"2011 Živorojeni - Skupaj";"2011 Umrli - Skupaj";"2012 Živorojeni - Skupaj";"2012 Umrli - Skupaj";"2013 Živorojeni - Skupaj";"2013 Umrli - Skupaj";"2014 Živorojeni - Skupaj";"2014 Umrli - Skupaj";"2015 Živorojeni - Skupaj";"2015 Umrli - Skupaj";"2016 Živorojeni - Skupaj";"2016 Umrli - Skupaj";"2017 Živorojeni - Skupaj";"2017 Umrli - Skupaj";"2018 Živorojeni - Skupaj";"2018 Umrli - Skupaj";"2019 Živorojeni - Skupaj";"2019 Umrli - Skupaj";"2020 Živorojeni - Skupaj";"2020 Umrli - Skupaj";"2021 Živorojeni - Skupaj";"2021 Umrli - Skupaj";"2022 Živorojeni - Skupaj";"2022 Umrli - Skupaj"
"SLOVENIJA";18180;18588;17477;18508;17501;18701;17321;19451;17961;18523;18157;18825;18932;18180;19823;18584;21817;18308;21856;18750;22343;18609;21947;18699;21938;19257;21111;19334;21165;18886;20641;19834;20345;19689;20241;20509;19585;20485;19328;20588;18767;24016;18984;23261;17627;22492
